INCLUIR DADOS NA SEQUENCIA SEM ALTERAR OUTRAS INFORMAÇÕES NA PLANILHA,,,
SARF,IG,CNPJ,RAZÃO SOCIAL
202200121,IC0220121,31525825000153,DACAN CONSTRUÇÕES CIVIS LTDA.
202200122,IC0220122,29652879000138,"CONCRETE HOUSE CONSTRUCOES, COMERCIO E SERVICOS EIRELI"
202200123,IC0220123,79283065000141,ORBENK – ADMINISTRAÇÃO E SERVIÇOS LTDA.
202200124,IC0220124,33381057000137,PRONOVA CONSTRUTORA LTDA
202200130,IC0220130,00482840000138,LIDERANÇA LIMPEZA E CONSERVAÇÃO LTDA
202200133,IC0220133,24504598000114,STOP FIRE PROJETOS E SOLUÇÕES CONTRA INCENDIO EIRELI
202200134,IC0220134,17324394000136,STARK ENERGIA EIRELI
202200135,IC0220135,06932604000152,EVA CONSTRUÇÕES LTDA. - EPP
202200138,IC0220138,22932456000122,PROTEC COMÉRCIO E AUTOMAÇÃO INDUSTRIAL LTDA.
202200139,IC0220139,07748837000162,METROHM BRASIL INSTRUMENTACAO ANALITICA EIRELI
202200140,IC0220140,07502330000124,ENGENHARIA DE EVENTOS EIRELI
202200141,IC0220141,00115730000138,MARESIA TURISMO NAUTICO LTDA
202200143,IC0220143,04602789000101,DATEN Tecnologia LTDA
202200145,IC0220145,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONÔMICOS
202200146,IC0220146,09172237000124,D&L SERV APOIO ADM LTDA.
202200154,IC0220154,83953331000173,ONDREPSB – LIMPEZA E SERVIÇOS ESPECIAIS LTDA.
202200155,IC0220155,83953331000173,ONDREPSB – LIMPEZA E SERVIÇOS ESPECIAIS LTDA.
202200162,IC0220162,30941974000130,LC SERVIÇOS DE ALVENARIA LTDA.
202200163,IC0022163,01181242000272,COMPWIRE INFORMÁTICA LTDA.
202200164,IC0220164,40288242000147,ANJOS LOCAÇÃO DE VEÍCULOS EIRELI
202200165,IC0220165,04602789000101,DATEN TECNOLOGIA LTDA.
202200166,IC0220166,22797545000103,LENOVO COMERCIAL E DISTRIBUIÇÃO LTDA.
202200172,IC0220172,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202200177,IC0220177,00482840000138,LIDERANÇA LIMPEZA E CONSERVAÇÃO LTDA
202200178,IC0220178,02531343000108,ADSERVI ADMINISTRADORA DE SERVIÇOS LTDA
202200183,IC0220183,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202200184,IC0220184,00482840000138,LIDERANÇA LIMPEZA E CONSERVAÇÃO LTDA
202200185,IC0220185,02531343000108,ADSERVI ADMINISTRADORA DE SERVIÇOS LTDA
202200187,IC0220187,82583220000150,REUTER GRÁFICOS EDITORES S.A
202200188,IC0220188,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERSITARIA
202200189,IC0220189,06932604000152,EVA CONSTRUÇÕES LTDA-EPP
202200190,IC0220190,83476911000117,Fundação de Amparo a Pesquisa e Extensão Universitária
202200194,IC0220194,87878476000108,FUND. UNIV. EMPRESA DE TECNOLOGIA E CIENCIA - FUNDATEC
202200195,IC0220195,87878476000108,FUND. UNIV. EMPRESA DE TECNOLOGIA E CIENCIA - FUNDATEC
202200196,IC0220196,85388320000113,JM COMERCIO E PRESTACAO DE SERVICO LTDA
202200197,IC0220197,06932604000152,EVA CONSTRUÇÕES LTDA-EPP
202200198,IC0220198,07329936000100,PRESTADORA DE SERVIÇOS SALUTI EIRELI
202200199,IC0220199,29652879000138,"CONCRETE HOUSE CONSTRUCOES, COMERCIO E SERVICOS EIRELI"
202200200,IC0220200,81243735000903,POSITIVO TECNOLOGIA S.A.
202200201,IC0220201,81243735001977,POSITIVO TECNOLOGIA S.A.
202200202,IC0220202,13417437000177,PRGEO COM DE EQUIP DE GEOMENSURA LTDA
202200208,IC0220208,11084999000110,JEOL BRASIL INSTRUMENTOS CIENTIFICOS LTDA
202200209,IC0220209,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202200210,IC2200210,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202200211,IC0220211,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONÔMICOS
202200213,IC0220213,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202200215,IC0220215,17688208000148,ASSCON-PP ASSESSORIA E CONSULTORIA PUBLICA PRIVADA LTDA
202200217,IC0220217,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202200218,IC0220218,76659820000151,Associação Paranaense de Cultura
202200219,IC0022219,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERSITÁRIA
202200220,IC0220220,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONÔMICOS
202200221,IC0220221,05775079000146,Techgráfica Comércio e Serviços de Manutenção LTDA ME
202200224,IC0220224,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202200225,IC0220225,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202200231,IC0220231,83566299000173,Fundação de Estudos e Pesquisas Socioeconômicos - FEPESE
202200232,IC0220232,14950390000175,Zala Engenharia Ltda
202200233,IC0220233,83472860000155,Fundação José Arthur Boiteux - FUNJAB
202200234,IC0220234,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202200238,IC0220238,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202300001,IC0230001,40708647000197,DBL Comercio de Produtos de Informática EIRELI
202300004,IC0230004,43251668000114,V.R.A FARIA COMERCIO E TECNOLOGIA
202300005,IC0230005,82949652000131,ONDREPSB - Serviço de Guarda e Vigilância LTDA
202300008,IC0230008,33402892000106,Associação Brasileira de Normas Técnicas (ABNT)
202300009,IC0230009,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202300010,IC0230010,79283065000141,ORBENK ADMINISTRAÇÃO E SERVIÇOS LTDA
202300014,IC0230014,19858341000120,Força Engenharia e Projetos Ltda
202300016,IC0230016,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202300017,IC0230017,23080111000150,A3 LOCAÇÃO DE MÃO DE OBRA E SERVIÇOS LTDA
202300018,IC0230018,35479406000183,SERVIIR SERVIÇOS DE TRADUÇÃO INTERPRETAÇÃO E TECNOLOGIA LTDA
202300019,IC0230019,21508406000150,Moreira Eventos LTDA
202300020,IC0230020,35479406000183,SERVIIR SERVIÇOS DE TRADUÇÃO INTERPRETAÇÃO E TECNOLOGIA LTDA
202300026,IC0230026,40288242000147,ANJOS SOLUÇÕES LTDA
202300027,IC0230027,00115730000138,MARESIA TURISMO NÁUTICO LTDA
202300028,IC0230028,83953331000173,ONDREPSB – LIMPEZA E SERVIÇOS ESPECIAIS LTDA
202300030,IC0230030,00482840000138,LIDERANÇA LIMPEZA E CONSERVAÇÃO LTDA
202300031,IC0230031,40288242000147,ANJOS SOLUÇÕES LTDA
202300032,IC0230032,81243735000903,POSITIVO TECNOLOGIA S/A
202300034,IC0230034,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONÔMICOS - FEPESE
202300036,IC0230036,81243735001977,Positivo Tecnologia S/A
202300037,IC0230037,05775079000146,Techgráfica Comércio e Serviços de Manutenção Ltda
202300038,IC0230038,33750637000154,"FC CONSTRUÇÕES LTDA,"
202300039,IC0230039,33456016000162,RAUL MUELLER SCHRAMM
202300040,IC0230040,02531343000108,ADSERVI - ADMINISTRADORA DE SERVICOS LTDA
202300041,IC0230041,28584157000392,METDATA TECNOLOGIA DA INFORMAÇÃO EIRELI
202300044,IC0230044,14798740000120,ACESSOLINE TELECOMUNICAÇÕES LTDA
202300046,IC0230046,34061163000104,JULIANA DA SILVA REICHERT EIRELI
202300053,IC0230053,09005622000187,Belman Transformadores e Equipamentos Elétricos LTDA
202300054,IC0230054,79283065000141,ORBENK ADMINISTRAÇÃO E SERVIÇOS LTDA
202300056,IC0230056,20599605000158,JVP NETWORK & SERVIÇOS LTDA
202300057,IC0230057,00482840000138,LIDERANÇA LIMPEZA E CONSERVAÇÃO LTDA
202300058,IC0230058,00482840000138,LIDERANÇA LIMPEZA E CONSERVAÇÃO LTDA
202300068,IC0230068,07329936000100,PRESTADORA DE SERVICOS SALUTI LTDA
202300069,IC0230069,06932604000152,EVA CONSTRUÇÕES LTDA. – EPP
202300070,IC0230070,02984305000100,PARANAVAÍ PRE MOLDADOS E SERVICOS LTDA
202300072,IC0230072,29652879000138,CONCRETE HOUSE CONSTRUÇÕES COMÉRCIO E SERVIÇOS EIRELI
202300073,IC0230073,07709085000120,LEONICE A. A. DE OLIVEIRA E CIA LTDA
202300074,IC0230074,18516766000199,G PARTNER TECNOLOGIA LTDA
202300076,IC0230076,21508406000150,MOREIRA EVENTOS LTDA. - EPP
202300078,IC0230078,21508406000150,MOREIRA EVENTOS LTDA. - EPP
202300079,IC0230079,79894168000148,VIGILÂNCIA TRIÂNGULO LTDA
202300080,IC0230080,07865818000116,INTERSOFT SOLUÇÕES EM INFORMÁTICA LTDA
202300081,IC0230081,59717553000617,MULTILASER INDUSTRIAL LTDA
202300082,IC0230082,00482840000138,LIDERANÇA LIMPEZA E CONSERVAÇÃO LTDA
202300084,IC0230084,81243735000903,POSITIVO TECNOLOGIA S. A
202300085,IC0230085,81243735001977,POSITIVO TECNOLOGIA S. A.
202300086,IC0230086,00482840000138,LIDERANÇA LIMPEZA E CONSERVAÇÃO LTDA
202300087,IC0230087,85388320000113,JM COMÉRCIO E PRESTAÇÃO DE SERVIÇOS LTDA
202300088,IC0230088,89237911028908,Global Distribuição de Bens de Consumo LTDA
202300089,IC0230089,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202300090,IC0230090,05926726000173,MÓDULO ENGENHARIA CONSULTORIA E GERÊNCIA PREDIAL LTDA.
202300091,IC0230091,01567432000141,SEGVILLE SERVIÇOS ESPECIALIZADOS LTDA
202300093,IC0230093,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA - FAPEU
202300097,IC0230097,86445293000136,FUNDAÇÃO INOVERSASUL
202300099,IC0230099,36924105000184,WS INFORTEC COMERCIO LTDA
202300100,IC0230100,03263975000109,SYSTECH SISTEMAS E TECNOLOGIA EM INFORMATICA LTDA
202300103,IC0230103,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA - FAPEU
202300104,IC0230104,02531343000108,ADSERVI – ADMINISTRADORA DE SERVIÇOS LTDA
202300106,IC0230106,82949652000131,ONDREPSB SERVIÇO DE GUARDA E VIGILÂNCIA LTDA.
202300109,IC0230109,81243735001977,POSITIVO TECNOLOGIA S. A
202300117,IC0230117,01567432000141,SEGVILLE SERVIÇOS ESPECIALIZADOS LTDA
202300118,IC0230118,00482840000138,LIDERANÇA LIMPEZA E CONSERVAÇÃO LTDA
202300119,IC0230119,59717553000617,MULTILASER INDUSTRIAL LTDA
202300120,IC0230120,81243735000903,POSITIVO TECNOLOGIA S.A
202300122,IC0230122,08720381000195,Comércio e Instalações Elétricas São José Eireli
202300127,IC0230127,06932604000152,EVA Construções Ltda - EPP
202300128,IC0230128,24284710000159,SISTÊMICA SOLUCOES CORPORATIVAS LTDA
202300130,IC0230130,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202300132,IC0230132,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202300138,IC0230138,07819027000150,AMBIENTAL TECNOL CONSULTORIA LTDA
202300139,IC0230139,21331404000138,ORLEANS VIAGENS E TURISMO LTDA
202300145,IC0230145,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202300146,IC0230146,83476911000117,Fundação de Amparo à Pesquisa e Extensão Universitária - FAPEU
202300147,IC0230147,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202300149,IC0230149,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA UNIVERSITÁRIA
202300150,IC0230150,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202300151,IC0230151,83476911000117,"FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA,"
202300153,IC0230153,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202300155,IC0230155,,
202300156,IC0230156,,
202300157,IC0230157,,
202300158,IC0230158,,
202300159,IC0230159,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202300160,IC0230160,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202300161,IC0230161,,
202300162,IC0230162,,
202300164,IC0230164,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202300166,IC0230166,,
202300168,IC0230168,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202300169,IC0230169,,
202300170,IC0230170,,
202300171,IC0230171,59717553000617,MULTILASER INDUSTRIAL LTDA
202300173,IC02300173,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERISTÁRIA
202300175,IC0230175,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202300182,IC0230182,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONÔMICOS (FEPESE)
202300183,IC0230183,83472860000155,Fundação José Arthur Boiteux – FUNJAB
202300185,IC0230185,83476911000117,Fundação de Amparo à Pesquisa e Extensão Universitária - FAPEU
202300186,IC0230186,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202300187,IC0230187,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202300188,IC0230188,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202300191,IC0230191,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202300192,IC0230192,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202300200,IC0230200,03858331000155,Plural Indústria Gráfica Ltda
202300201,IC0230201,00482840000138,LIDERANÇA LIMPEZA E CONSERVAÇÃO LTDA
202300205,IC0230205,,
202300206,IC0230206,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202300217,IC0230217,00158141000137,WATERS TECHNOLOGIES DO BRASIL LTDA
202300216,IC0230216,04755378000156,BRUKER DO BRASIL COMERCIO E REPRESENTACAO DE PRODUTOS CIENTIFICOS LTDA
202300218,IC0230218,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202300219,IC0230219,83472860000155,FUNDACAO JOSE ARTHUR BOITEUX
202300225,IC0230225,11046495000106,FORTRESS SERVIÇOS LTDA
202300226,IC0230226,03984954000174,MN TECNOLOGIA E TREINAMENTO LTDA
202300227,IC0230227,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202300228,IC0230228,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202300233,IC0230233,79291878000183,ODONTO BLU COMÉRCIO E ASSISTÊNCIA TÉCNICA LTDA
202300235,IC0230235,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202300236,IC0230236,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202300237,IC0230237,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202300238,IC0230238,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202300239,IC0230239,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202300241,IC0230241,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202300242,IC0230242,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202300243,IC0230243,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202300244,IC0230244,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202300245,IC0230245,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202300249,IC0230249,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202300250,IC0230250,83472860000155,FUNDACAO JOSE ARTHUR BOITEUX
202300251,IC0230251,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECON
202300252,IC0230252,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202300256,IC0230256,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202300258,IC0230265,24284710000159,SISTEMICA SOLUÇÕES CORPORATIVAS LTDA
202300260,IC0230260,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202300261,IC0230261,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202300262,IC0230262,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202300264,IC0230264,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202300265,IC0230265,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202300266,IC0230266,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202300267,IC0230267,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202300268,IC0230268,06932604000152,EVA CONSTRUÇÕES LTDA
202300270,IC0230270,06932604000152,EVA CONSTRUÇÕES LTDA
202300271,IC0230271,33750637000154,FC CONSTRUÇÕES LTDA
202300273,IC0230273,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202300274,IC0230274,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202400005,IC0240005,06932604000152,EVA CONSTRUÇÕES LTDA
202400006,IC0240006,09134633000167,LHL MANUTENÇÃO E INSTALAÇÃO DE AR CONDICIONADO LTDA
202400008,IC0240008,00482840000138,LIDERANÇA LIMPEZA E CONSERVAÇÃO LTDA
202400014,IC0240014,24830205000162,SMARTMAQ LTDA
202400018,IC0240018,78533312000158,PLANSUL PLANEJAMENTO E CONSULTORIA LTDA
202400019,IC0240019,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202400020,IC0240020,06064175000149,AIRES TURISMO LTDA
202400024,IC0240024,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202400025,IC0240025,79283065000141,ORBENK – Administração e Serviços LTDA
202300277,IC0230277,83476911000117,FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA
202300272,IC0230272,06038380000130,JV PARTICIPAÇÕES Ltda
202300269,IC0230269,83566300000000,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202400021,IC0240021,40432544000147,CLARO S/A
202400026,IC0240026,24830205000162,SMARTMAQ LTDA. – ME
202400036,IC0240036,83566299000173,FUNDACAO DE ESTUDOS E PESQUISAS SOCIO ECONOMICA
202400052,IC0240052,82895327000133,FUNDACAO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202400056,IC0240056,83476911000117,FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA
202300254,IC0230254,82949652000131,ONDREPSB SERVIÇO DE GUARDA E VIGILÂNCIA LTDA
202400059,IC0240059,82895327000133,"FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA – FEESC,"
202400015,IC0240015,83953331000173,ONDREPSB LIMPEZA E SERVICOS ESPECIAIS LTDA
202400069,IC0240069,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202400047,IC0240047,09134633000167,LHL MANUTENÇÃO E INSTALAÇÃO DE AR CONDICIONADO LTDA
202400072,IC0240072,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202400043,IC0240043,24830205000162,SMARTMAQ LTDA. - ME
202400053,IC0240053,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202400040,IC0240040,13273877000106,SÃO BENTO ALIMENTOS E EVENTOS LTDA.
202400045,IC0240045,01628251000188,ALUCOM LTDA
202400041,IC0240041,03119783000115,TECORI TECNOLOGIA ECOLOGICA DE RECICLAGEM INDUSTRIAL LTDA.
202300207,IC0230207,07502330000124,ENGENHARIA DE EVENTOS EIRELI EPP
202400051,IC0240051,82513490000194,PROFISER – SERVIÇOS PROFISSIONAIS LTDA.
202400055,IC0240055,02984305000100,Paranavaí Pré-Moldados e Serviços Ltda
202300116,IC0230116,10620279000160,SLS HOSPITALAR SERVIÇO EM EQUIPAMENTOS HOSPITALARES LTDA
202400076,IC0240076,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS - FEPESE
202400073,IC0240073,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA – FEESC
202400075,IC0240075,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS - FEPESE
202400090,IC0240090,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS - FEPESE
202400074,IC0240074,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS - FEPESE
202400098,IC0240098,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA – FEESC
202400089,IC0240089,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202400064,IC0240064,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202400094,IC0240094,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202400107,IC0240107,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA – FEESC
202400099,IC0240099,09134633000167,LHL MANUTENÇÃO E INSTALAÇÃO DE AR CONDICIONADO LTDA.
202400111,IC0240111,04602789000101,DATEN TECNOLOGIA LTDA
202400113,IC0240113,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202400118,IC0240118,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202400116,IC0240116,81243735001977,POSITIVO TECNOLOGIA S.A
202400115,IC0240115,04602789000101,DATEN TECNOLOGIA LTDA.
202400121,IC0240121,81243735001977,POSITIVO TECNOLOGIA S.A
202400105,IC0240105,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202400120,IC0240120,04602789000101,DATEN TECNOLOGIA LTDA.
202400125,IC0240125,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS – FEPESE
202400119,IC0240119,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202400138,IC0240138,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS – FEPESE
202400126,IC0240126,03698620000568,GREEN4T SOLUCOES TI S.A.
202400128,IC0240128,81243735001977,POSITIVO TECNOLOGIA S.A
202400129,IC0240129,04602789000101,DATEN TECNOLOGIA LTDA.
202400135,IC0240135,09134633000167,LHL MANUTENÇÃO E INSTALAÇÃO DE AR-CONDICIONADO LTDA
202400142,IC0240142,81243735001977,POSITIVO TECNOLOGIA S.A
202400122,IC0240122,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS – FEPESE
202400124,IC0240124,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS – FEPESE
202400145,IC0240145,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202400154,IC0240154,09144019000186,ATLANTIC MUDANCAS E SERVICOS LTDA
202400143,IC0240143,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202400157,IC0240157,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202400152,IC0240152,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA – FEESC
202400151,IC0240151,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA – FEESC
202400153,IC0240153,81243735001977,POSITIVO TECNOLOGIA S.A
202400170,IC0240170,44818547000174,XLAN LTDA
202400175,IC0240175,20498596000109,MV INSTALAÇÃO E MANUTENÇÃO DE AR CONDICIONADO LTDA
202400162,IC0240162,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202400160,IC0240160,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202400088,IC0240088,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202400159,IC0240159,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202400165,IC0240165,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA – FEESC
202400158,IC0240158,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA – FEESC
202400156,IC0240156,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS – FEPESE
202400168,IC0240168,04198254000117,MCR SISTEMAS E CONSULTORIA LTDA
202400169,IC0240169,81243735001977,POSITIVO TECNOLOGIA S.A
202400167,IC0240167,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA – FEESC
202400182,IC0240182,04602789000101,DATEN TECNOLOGIA LTDA.
202500002,IC0250002,17031812000105,MR COMÉRCIO E SERVIÇO LTDA
202400176,IC0240176,09168704000142,EMPRESA BRASIL DE COMUNICAÇÃO S/A – EBC
202400194,IC0240194,83779462000186,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO – SAMAE
202400192,IC0240192,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS – FEPESE
202400181,IC0240181,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
202400191,IC0240191,83476911000117,FUNDAÇÃO DE AMPARO À PESQUISA E EXTENSÃO UNIVERSITÁRIA
